name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Malaysia,2023-08-15,32.8,24.7,28.2,39.1,24.7,31.2,23.6,77.4,28.383,100,4.17,rain,0,0,11.5,12.1,261.6,1011.3,46.5,9.6,242.1,20.7,9,60,2023-08-15T07:11:14,2023-08-15T19:24:28,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-16,31.7,24.6,27.4,37.8,24.6,30.1,24.6,84.9,0,0,0,rain,0,0,7.9,19,194.6,1011.3,46.9,8.6,269.3,23.3,9,60,2023-08-16T07:11:07,2023-08-16T19:24:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-17,31.7,24.1,27.8,36.6,24.1,30,23.7,79.8,0.27,100,8.33,rain,0,0,35.3,12.5,269,1011.2,46.4,9,249.9,21.5,8,60,2023-08-17T07:10:59,2023-08-17T19:23:54,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-18,32.7,26,28.9,37.9,26,32.6,24.1,76.4,0.8,100,4.17,rain,0,0,12.6,11.7,243.4,1010.1,44.3,9.5,192.3,16.7,8,30,2023-08-18T07:10:51,2023-08-18T19:23:37,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-19,31.8,25.7,28.8,38.5,25.7,33,24.3,77.4,0,0,0,rain,0,0,20.2,18.8,282.9,1009.9,44.6,9.9,287.1,24.8,9,30,2023-08-19T07:10:42,2023-08-19T19:23:18,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-20,32.5,24.9,28.1,38.7,24.9,31.3,24,79.1,0,0,0,rain,0,0,16.9,15.5,264.4,1009.9,52.8,10,286,24.7,10,30,2023-08-20T07:10:33,2023-08-20T19:23:00,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-21,29.9,25.7,27.4,35.9,25.7,29.9,24.2,83.2,1.229,100,12.5,rain,0,0,10.4,15.5,153.3,1010.3,47,9.9,227.2,19.6,9,30,2023-08-21T07:10:24,2023-08-21T19:22:40,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-22,30,25,26.4,36.2,25,28,24.3,88.2,0.487,100,4.17,rain,0,0,10.1,8.9,53.1,1009.7,45.6,8.9,280.2,24.1,9,30,2023-08-22T07:10:14,2023-08-22T19:22:21,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-23,32,24.9,28.4,39.4,24.9,30.9,23.6,76.8,15.035,100,4.17,rain,0,0,10.4,19,168.8,1009.8,49.4,9,266.8,23,10,30,2023-08-23T07:10:03,2023-08-23T19:22:01,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-24,33,24.9,27.4,40,24.9,29.4,24.1,82.8,5.5,100,8.33,rain,0,0,11.5,12.3,310,1009.8,50.7,8.7,247.6,21.4,9,30,2023-08-24T07:09:52,2023-08-24T19:21:40,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-25,32,25,27.7,37.8,25,30.7,24.4,82.9,31.826,100,4.17,rain,0,0,8.3,17.1,211.2,1010.3,54.1,8.1,293.3,25.4,9,30,2023-08-25T07:09:41,2023-08-25T19:21:19,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-26,31,25.7,27.1,37.6,25.7,28.9,24.4,86,0.884,100,8.33,rain,0,0,9.7,10.7,305.3,1011.1,52.8,8.5,282.7,24.4,10,30,2023-08-26T07:09:30,2023-08-26T19:20:57,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-27,33.7,24.8,27.9,40.3,24.8,30.9,24.3,81.8,2.299,100,4.17,rain,0,0,10.4,18.6,94.3,1010,51.8,9.6,240.6,20.8,10,60,2023-08-27T07:09:18,2023-08-27T19:20:35,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-28,32.2,25.8,27.2,38.3,25.8,29.1,24.3,84.9,0,0,0,rain,0,0,10.8,21.9,189.1,1009.4,54.4,9.3,296.3,25.5,10,30,2023-08-28T07:09:05,2023-08-28T19:20:13,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-29,31.8,24.2,27.1,39,24.2,29.7,24.4,85.8,1.768,100,4.17,rain,0,0,10.4,19,257.7,1009.1,50.2,9.4,288.3,24.9,10,30,2023-08-29T07:08:52,2023-08-29T19:19:50,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-30,33.6,23.3,28.1,40.2,23.3,31.2,23.7,78.6,9.548,100,4.17,rain,0,0,9,15.3,170.9,1009.8,53.8,9.6,132.9,11.5,7,30,2023-08-30T07:08:39,2023-08-30T19:19:27,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-31,32.6,25.7,28.9,39.8,25.7,32.9,24.5,78.3,2.168,100,8.33,rain,0,0,9.7,17.3,170,1010.2,52.3,9.9,264.7,22.9,9,30,2023-08-31T07:08:26,2023-08-31T19:19:04,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-01,31,24.8,26.8,37.9,24.8,29.3,24.3,86.4,2.281,100,8.33,rain,0,0,40.7,16.9,70.7,1010.5,47.3,9.2,178.1,15.3,7,30,2023-09-01T07:08:12,2023-09-01T19:18:40,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-02,32.9,25.1,28.5,39.4,25.1,31.9,24.2,78.8,7.956,100,4.17,rain,0,0,12.6,10.7,235.4,1009.4,47.6,9.3,235.5,20.4,10,30,2023-09-02T07:07:58,2023-09-02T19:18:16,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-03,31.7,25.9,28.6,37.5,25.9,32.6,24.4,78.6,0,0,0,rain,0,0,9.4,21.7,166.3,1008.2,51.1,9.3,233.3,20.1,9,30,2023-09-03T07:07:44,2023-09-03T19:17:51,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-04,30,25.6,27.4,36.2,25.6,30.6,24.4,84,1.768,100,4.17,rain,0,0,12.2,15.7,134.1,1007.7,50.9,8.6,225.4,19.5,8,30,2023-09-04T07:07:30,2023-09-04T19:17:27,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-05,31.9,24.6,27.4,37.9,24.6,29.6,24.4,84.3,1.814,100,8.33,rain,0,0,6.1,20.4,162.1,1009.1,41.4,7.3,259.7,22.5,9,30,2023-09-05T07:07:15,2023-09-05T19:17:02,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-06,29.4,23.9,26,34.2,23.9,27.7,23.3,85.2,8.327,100,12.5,rain,0,0,29.5,11.9,163.6,1011.3,43.6,9.3,69.2,6.1,5,10,2023-09-06T07:07:00,2023-09-06T19:16:37,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-07,32.7,25,28.2,39.8,25,31.3,24.3,80.7,4.6,100,16.67,rain,0,0,9,10.5,214.2,1010.6,40.3,9.3,242.8,21.1,9,30,2023-09-07T07:06:45,2023-09-07T19:16:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-08,31.9,26,28.2,39,26,32.3,24.6,81.5,0,0,0,rain,0,0,11.2,18.8,201.2,1010.5,38.1,9.1,158,13.6,9,60,2023-09-08T07:06:30,2023-09-08T19:15:46,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-09,34.5,24,27.5,38.3,24,29.2,22.7,76.7,0.116,100,4.17,rain,0,0,11.9,26.7,311.4,1010.3,40.6,9.5,262.5,22.6,9,10,2023-09-09T07:06:14,2023-09-09T19:15:20,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-10,32.9,23.9,27.6,39,23.9,30.1,23.2,78,0.354,100,4.17,rain,0,0,13,13.9,313.6,1010.3,38.9,9.9,268.8,23.1,10,30,2023-09-10T07:05:59,2023-09-10T19:14:54,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-11,33.6,26,29.6,39.4,26,33.9,23.7,71.7,0,0,0,rain,0,0,11.5,15.5,146.2,1009.9,44,9.9,257.2,22.1,10,60,2023-09-11T07:05:43,2023-09-11T19:14:28,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-12,33.9,26.7,30.1,39.6,29.5,34.2,23.2,67.6,0,0,0,rain,0,0,13.7,21.9,156.4,1010.5,49.8,9.5,228.8,19.8,10,60,2023-09-12T07:05:27,2023-09-12T19:14:02,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-13,34.5,27.3,30.2,39.5,30.8,34.4,23.2,67,0,0,0,,0,0,14.4,18.8,161.5,1010.7,49.9,10.1,304.6,26.2,10,60,2023-09-13T07:05:11,2023-09-13T19:13:35,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-14,34.8,26.7,30.2,38.7,26.7,33.5,22.7,66.3,0,0,0,,0,0,14.4,19.2,152.9,1010.2,42.2,10.1,281.6,24.4,10,10,2023-09-14T07:04:55,2023-09-14T19:13:09,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-15,33.7,25.1,29.5,38.3,25.1,32.7,23,69.8,0,0,0,rain,0,0,11.5,17.9,166,1010,56.2,9.9,230.8,19.9,9,30,2023-09-15T07:04:39,2023-09-15T19:12:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-16,33.2,26.2,29.6,38.2,26.2,33.7,23.5,71.1,0,0,0,rain,0,0,11.5,17.1,191.7,1010.2,52.5,9.1,236,20.4,10,30,2023-09-16T07:04:22,2023-09-16T19:12:16,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-17,32.9,26,28.2,38.2,26,31.7,24,78.8,0,0,0,rain,0,0,11.2,16.9,30,1009.6,52.6,9.4,250.7,21.7,10,30,2023-09-17T07:04:06,2023-09-17T19:11:49,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-18,33.9,23.1,28.5,39.6,23.1,31.2,22.7,72.9,17.89,100,4.17,rain,0,0,16.2,20.8,163.4,1009.9,51.4,9.6,287.5,24.8,10,30,2023-09-18T07:03:50,2023-09-18T19:11:23,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-19,34.6,24.9,27.9,40.5,24.9,30.1,23.9,80.4,14.744,100,8.33,rain,0,0,9.4,17.3,325.3,1010,48.6,8.9,256,22.1,10,75,2023-09-19T07:03:34,2023-09-19T19:10:56,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-20,30.9,24.7,26.9,36.6,24.7,28.9,24.4,87.1,1,100,12.5,rain,0,0,8.3,11.2,242,1010.2,44.8,9.3,274.4,23.6,9,30,2023-09-20T07:03:17,2023-09-20T19:10:30,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-21,29.1,25,26.6,34.3,25,28.2,23.7,84.8,5.722,100,4.17,rain,0,0,13,22.6,319.4,1010.7,51.3,8.9,129.3,11.3,8,30,2023-09-21T07:03:01,2023-09-21T19:10:03,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-22,32.9,23.9,27.1,38.1,23.9,29.1,23.3,80.9,23.101,100,12.5,rain,0,0,16.2,15.9,324.4,1010.8,42.1,9.6,67.3,5.8,3,30,2023-09-22T07:02:45,2023-09-22T19:09:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-23,32.9,25.6,28.6,39.1,25.6,31.5,23.6,75.3,0.116,100,4.17,rain,0,0,11.9,21,321.3,1010.1,50.6,9.7,290.3,25.2,10,30,2023-09-23T07:02:29,2023-09-23T19:09:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-24,30.7,25.2,28.1,35.8,25.2,31.3,23.7,77.9,2.829,100,4.17,rain,0,0,27.7,24.4,324.6,1010,45.4,9.8,224.6,19.4,10,30,2023-09-24T07:02:13,2023-09-24T19:08:44,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-25,30.9,24.9,27.8,36.4,24.9,30.8,23.8,79.7,3.861,100,8.33,rain,0,0,9.7,12.1,95.6,1009.6,46.5,9.7,216.4,18.8,9,30,2023-09-25T07:01:57,2023-09-25T19:08:18,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-26,31,25.9,28.2,36.2,25.9,32.1,24.4,80.3,6.188,100,4.17,rain,0,0,13,13.7,168.8,1009.5,52.1,9.4,204.3,17.8,9,30,2023-09-26T07:01:42,2023-09-26T19:07:52,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-27,33.8,24.9,29.5,39.1,24.9,32.9,23.1,70.1,0,0,0,,0,0,16.9,24,153.3,1009,50.2,8.6,297.3,25.7,10,10,2023-09-27T07:01:26,2023-09-27T19:07:26,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-28,33.9,25.8,30.1,39.3,25.8,33.2,22.3,64.3,0,0,0,,0,0,13.3,19.2,154.2,1009.5,47.7,10.1,255,22,10,30,2023-09-28T07:01:11,2023-09-28T19:07:01,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-29,33.9,26,29.7,39.5,26,33.2,23.2,69.9,0.2,100,8.33,rain,0,0,12.6,20.8,164.3,1011.1,47.4,8.4,243.1,20.9,10,30,2023-09-29T07:00:56,2023-09-29T19:06:36,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-09-30,33.8,25.5,27.8,39.2,25.5,29.5,23.7,79.7,1.061,100,4.17,rain,0,0,9,8,302,1011.9,52.9,9.3,214,18.6,10,30,2023-09-30T07:00:41,2023-09-30T19:06:11,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-01,34,25,29.1,39.1,25,31.9,23.3,73.1,0.023,100,4.17,rain,0,0,9,13.7,194.7,1010.7,50.3,6.4,204.6,17.7,10,30,2023-10-01T07:00:26,2023-10-01T19:05:46,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-02,31.7,24.5,28.3,38.5,24.5,32.4,24.3,79.4,4.42,100,4.17,rain,0,0,7.2,17.1,270.5,1011.7,56,7.6,189.3,16.2,9,30,2023-10-02T07:00:12,2023-10-02T19:05:21,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-03,33.9,25.1,29.2,39.7,25.1,33.2,24.1,75.1,0,0,0,rain,0,0,10.8,17.1,297.9,1011.9,51.3,7.8,225.7,19.4,8,30,2023-10-03T06:59:58,2023-10-03T19:04:57,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-04,32.7,26.7,28.7,38.8,29.2,33.4,24.6,78.9,0.371,100,4.17,rain,0,0,9.7,13.9,247.7,1011.3,48.7,9.3,226.7,19.6,10,30,2023-10-04T06:59:44,2023-10-04T19:04:33,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-05,33.7,25.8,28.8,40.4,25.8,32.7,24.4,78.1,0.023,100,4.17,rain,0,0,10.8,17.5,278.6,1010.3,54.3,8.2,253.7,22,10,30,2023-10-05T06:59:30,2023-10-05T19:04:10,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-06,32.1,26,28,39.2,26,31,25,84.4,24.046,100,8.33,rain,0,0,8.6,17.3,313.4,1010.3,51.4,7.6,295.7,25.4,10,30,2023-10-06T06:59:17,2023-10-06T19:03:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-07,32.8,26,28.5,40.3,26,32.2,24.9,81.7,0,0,0,rain,0,0,12.6,15.7,285.6,1010.5,51.6,7.8,256.1,22,10,30,2023-10-07T06:59:04,2023-10-07T19:03:24,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-08,34.1,25.1,29.2,38.7,25.1,31.7,23.1,72.2,0,0,0,,0,0,12.6,17.3,183.7,1011.4,47.8,7.5,245.4,21.3,10,10,2023-10-08T06:58:52,2023-10-08T19:03:01,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-09,33,26,28.7,40.5,26,32.7,24.2,77.5,0,0,0,rain,0,0,7.2,19.2,292.3,1011.8,47.6,7.2,269.8,23.4,9,30,2023-10-09T06:58:40,2023-10-09T19:02:40,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-10,31.7,25.3,27.8,38.4,25.3,31,24.6,83.4,0.554,100,4.17,rain,0,0,8.3,18.3,231.5,1011.3,48.2,7.8,274.7,23.7,9,60,2023-10-10T06:58:28,2023-10-10T19:02:18,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-11,33.9,25.6,28,41.6,25.6,31,24.6,83.2,24.223,100,4.17,rain,0,0,48.2,23.8,323.4,1011,54.8,8.1,294.9,25.6,10,60,2023-10-11T06:58:17,2023-10-11T19:01:57,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-12,34,25,28,41.8,25,31,24.5,82.6,11.493,100,4.17,rain,0,0,8.6,25.4,308.9,1011.5,52.6,8.9,272.6,23.4,10,30,2023-10-12T06:58:06,2023-10-12T19:01:37,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-13,34.2,25,28.7,40.4,25,32.2,24.2,78.1,0,0,0,rain,0,0,10.4,15.5,274.6,1011.5,45.1,8.3,257.7,22.4,10,30,2023-10-13T06:57:56,2023-10-13T19:01:17,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-14,33.9,25.8,29.1,41.6,25.8,33.3,24.6,77.9,0,0,0,rain,0,0,9.7,17.1,298.3,1011,49.8,7.8,286.4,24.7,10,30,2023-10-14T06:57:46,2023-10-14T19:00:57,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-15,33,24,28.4,39.3,24,32,23.9,77.6,6.365,100,4.17,rain,0,0,10.4,13.7,300.8,1010.6,52.5,9.6,262,22.6,9,30,2023-10-15T06:57:37,2023-10-15T19:00:38,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-16,33.1,24.8,28.5,38.4,24.8,32.2,23.9,77.1,3.029,100,4.17,rain,0,0,7.9,15.5,268.1,1010.4,53.9,10.3,214.8,18.5,7,30,2023-10-16T06:57:29,2023-10-16T19:00:20,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-17,32.1,21.4,27.9,37.8,21.4,31.3,23.5,77.8,24.162,100,8.33,rain,0,0,13,16.9,286.6,1010.8,53,8.6,245.1,21.2,9,30,2023-10-17T06:57:20,2023-10-17T19:00:02,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-18,34,25,27.8,40.5,25,30.2,24,81.3,0,0,0,rain,0,0,10.8,17.1,271.6,1011.3,44.7,6.8,249.8,21.6,10,30,2023-10-18T06:57:13,2023-10-18T18:59:45,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-19,33.5,25,27.9,40.2,25,30.9,24.3,82.2,12.269,100,8.33,rain,0,0,10.1,15.7,319,1011.7,54.6,7.7,215.2,18.4,8,30,2023-10-19T06:57:06,2023-10-19T18:59:29,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-20,31,24.9,26.9,36.9,24.9,29,24.7,88.2,0,0,0,rain,0,0,9,15.9,264.3,1011.9,50.5,8,275.3,23.7,10,30,2023-10-20T06:56:59,2023-10-20T18:59:13,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-21,29.9,24.9,26.7,35.1,24.9,28.8,24.4,87.9,46.263,100,8.33,rain,0,0,7.9,17.1,320.3,1012.4,50.6,8.1,240.4,20.8,9,30,2023-10-21T06:56:54,2023-10-21T18:58:58,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-22,33,25,28.1,39.4,25,30.8,24.1,80.1,17.704,100,4.17,rain,0,0,6.1,19.6,279.7,1012.5,54,9.5,255.5,22.2,9,60,2023-10-22T06:56:48,2023-10-22T18:58:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-23,33.7,24,27,39.4,24,28.8,23.3,82,4.884,100,4.17,rain,0,0,7.6,19.9,310.6,1012,50,9.4,256,22.2,10,60,2023-10-23T06:56:44,2023-10-23T18:58:30,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-24,31.9,24.8,26.5,37.5,24.8,27.6,23.9,86.3,23.056,100,8.33,rain,0,0,9,16.6,311.5,1011.9,48,9.3,234.2,20.1,10,30,2023-10-24T06:56:40,2023-10-24T18:58:17,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-25,32.6,24.8,27.5,38.6,24.8,29.6,24,82.3,2.232,100,4.17,rain,0,0,8.3,19.6,308.3,1012.3,52.7,9.6,276.7,24,10,30,2023-10-25T06:56:37,2023-10-25T18:58:05,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-26,32.8,24.9,26.7,39.3,24.9,28,24.3,87.3,42.681,100,8.33,rain,0,0,8.3,17.1,260.6,1011.8,46.5,9.4,276.1,23.7,9,30,2023-10-26T06:56:34,2023-10-26T18:57:53,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-27,33.3,24.8,27.4,40.6,24.8,29.3,24.1,83.4,6.234,100,8.33,rain,0,0,11.9,18.6,299.3,1010.9,51.8,7.8,221.9,19.2,10,30,2023-10-27T06:56:33,2023-10-27T18:57:43,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-28,33.2,24.9,26.8,39.4,24.9,28.4,24.2,86.5,0.464,100,4.17,rain,0,0,38.9,18.1,27.4,1010.8,54.9,7.3,230.3,19.9,9,30,2023-10-28T06:56:32,2023-10-28T18:57:33,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-10-29,32.9,23.6,26.5,39.1,23.6,28,23.7,85.9,54.812,100,8.33,rain,0,0,7.9,17.1,306,1010.4,50.6,8.3,279.6,24,10,60,2023-10-29T06:56:31,2023-10-29T18:57:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,WMKK"
